time,coord,wind
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.77964)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7791084)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7785768)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7780452)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7775136)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.776982)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7764504)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7759188)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7753872)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7748556)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.77432400000001)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7737924)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7732608)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7727292)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7721976)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.771666)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7711344)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7706028)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7700712)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7695396)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.769008)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7684764)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7679448)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7674132)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7668816)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.76635)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7658184)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7652868)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7647552)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7642236)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.76369199999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7631604)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7626288)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7620972)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7615656)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.761034)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7605024)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7599708)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7594392)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7589076)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.758376)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7578444)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7573128)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.75678119999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7562496)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.755718)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7551864)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7546548)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7541232)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7535916)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.75306)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7525284)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7519968)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7514652)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7509336)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.750402)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.74987039999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7493388)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7488072)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7482756)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.747744)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7472124)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7466808)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.74614919999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7456176)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.745086)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7445544)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7440228)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7434912)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.74295959999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.74242799999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7418964)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7413648)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7408332)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7403016)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.73977)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.73923839999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7387068)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7381752)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7376436)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.737112)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7365804)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.73604879999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.73551719999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7349856)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.734454)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7339224)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7333908)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7328592)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.73232759999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.731796)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7312644)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7307328)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7302012)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7296696)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.72913799999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.72860639999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7280748)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7275432)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
60.0,"CoordinatesBase(latitude=50.0, longitude=-88.7270116)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.77964)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7791084)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7785768)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7780452)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7775136)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.776982)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7764504)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7759188)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7753872)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7748556)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.77432400000001)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7737924)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7732608)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7727292)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7721976)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.771666)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7711344)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7706028)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7700712)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7695396)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.769008)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7684764)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7679448)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7674132)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7668816)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.76635)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7658184)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7652868)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7647552)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7642236)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.76369199999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7631604)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7626288)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7620972)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7615656)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.761034)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7605024)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7599708)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7594392)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7589076)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.758376)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7578444)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7573128)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.75678119999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7562496)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.755718)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7551864)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7546548)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7541232)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7535916)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.75306)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7525284)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7519968)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7514652)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7509336)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.750402)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.74987039999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7493388)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7488072)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7482756)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.747744)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7472124)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7466808)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.74614919999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7456176)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.745086)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7445544)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7440228)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7434912)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.74295959999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.74242799999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7418964)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7413648)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7408332)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7403016)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.73977)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.73923839999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7387068)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7381752)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7376436)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.737112)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7365804)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.73604879999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.73551719999999)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7349856)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.734454)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7339224)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
70.0,"CoordinatesBase(latitude=50.0, longitude=-88.7333908)","SpeedMeasure(speed_north=1.5214257422665187, speed_east=-3.2627080333319394)"
